timestamp,preclose,open,high,low,last,tradecount,ttvol,ttval,ap1,bp1,ap2,bp2,ap3,bp3,ap4,bp4,ap5,bp5,ap6,bp6,ap7,bp7,ap8,bp8,ap9,bp9,ap10,bp10,av1,bv1,av2,bv2,av3,bv3,av4,bv4,av5,bv5,av6,bv6,av7,bv7,av8,bv8,av9,bv9,av10,bv10
93030000.0,26.48,26.0,26.37,26.0,26.37,1004.0,1120700.0,29243640.0,26.38,26.37,26.4,26.35,26.44,26.31,26.45,26.3,26.47,26.24,26.48,26.23,26.49,26.2,26.5,26.19,26.52,26.18,26.53,26.17,2400.0,2300.0,900.0,200.0,900.0,200.0,39900.0,202500.0,11140.0,5000.0,5100.0,1900.0,10000.0,4300.0,22100.0,2300.0,400.0,200.0,500.0,800.0
93033000.0,26.48,26.0,26.4,26.0,26.31,1040.0,1137000.0,29673428.0,26.44,26.38,26.45,26.31,26.47,26.3,26.48,26.24,26.49,26.23,26.5,26.2,26.52,26.19,26.53,26.18,26.56,26.17,26.58,26.16,900.0,2800.0,39900.0,3100.0,11140.0,202200.0,5100.0,3100.0,10000.0,2900.0,21000.0,4300.0,400.0,1800.0,500.0,200.0,1000.0,800.0,100.0,1000.0
93036000.0,26.48,26.0,26.45,26.0,26.45,1087.0,1186200.0,30974283.0,26.45,26.44,26.47,26.43,26.48,26.41,26.49,26.39,26.5,26.38,26.52,26.37,26.53,26.36,26.56,26.35,26.58,26.33,26.59,26.31,17300.0,1100.0,11140.0,100.0,5100.0,14700.0,10000.0,11800.0,21000.0,2700.0,400.0,1900.0,500.0,700.0,1000.0,16100.0,100.0,1000.0,300.0,2700.0
93039000.0,26.48,26.0,26.48,26.0,26.48,1130.0,1218140.0,31819321.8,26.48,26.47,26.49,26.45,26.5,26.44,26.52,26.43,26.53,26.42,26.56,26.41,26.58,26.39,26.59,26.38,26.6,26.37,26.63,26.36,4100.0,2060.0,10000.0,13200.0,21800.0,1000.0,400.0,100.0,500.0,300.0,1000.0,14700.0,100.0,1700.0,300.0,1800.0,4100.0,1900.0,100.0,1100.0
93042000.0,26.48,26.0,26.5,26.0,26.49,1179.0,1260540.0,32942055.8,26.5,26.49,26.52,26.48,26.53,26.45,26.56,26.44,26.58,26.43,26.59,26.41,26.6,26.39,26.63,26.38,26.65,26.37,26.66,26.36,13500.0,2300.0,400.0,1100.0,500.0,10300.0,1000.0,1500.0,100.0,100.0,300.0,14700.0,4100.0,2000.0,100.0,1800.0,1400.0,2300.0,1000.0,1100.0
93045000.0,26.48,26.0,26.54,26.0,26.49,1248.0,1307740.0,34192040.800000004,26.49,26.48,26.56,26.45,26.58,26.44,26.59,26.41,26.6,26.4,26.63,26.39,26.65,26.38,26.66,26.37,26.68,26.36,26.69,26.35,500.0,4100.0,1000.0,200.0,100.0,100.0,300.0,13600.0,4100.0,5000.0,100.0,2000.0,600.0,1800.0,1000.0,500.0,2400.0,700.0,1000.0,9200.0
93048000.0,26.48,26.0,26.55,26.0,26.55,1261.0,1317340.0,34446396.800000004,26.56,26.53,26.58,26.51,26.59,26.5,26.6,26.49,26.63,26.48,26.65,26.46,26.66,26.45,26.68,26.44,26.69,26.41,26.7,26.4,3400.0,700.0,100.0,800.0,300.0,28600.0,4100.0,6600.0,1000.0,1600.0,600.0,800.0,1000.0,2100.0,2400.0,3500.0,1000.0,13600.0,22800.0,5000.0
93051000.0,26.48,26.0,26.55,26.0,26.5,1294.0,1334640.0,34905023.800000004,26.51,26.5,26.52,26.49,26.53,26.48,26.55,26.47,26.56,26.45,26.58,26.44,26.59,26.41,26.6,26.4,26.63,26.39,26.65,26.38,200.0,10500.0,6200.0,6400.0,1600.0,4400.0,1000.0,100.0,3400.0,2100.0,100.0,3500.0,1200.0,13600.0,4100.0,5000.0,1000.0,1200.0,1100.0,3400.0
93054000.0,26.48,26.0,26.55,26.0,26.5,1333.0,1354940.0,35442988.800000004,26.5,26.49,26.52,26.48,26.53,26.45,26.55,26.44,26.56,26.41,26.58,26.4,26.59,26.39,26.6,26.38,26.63,26.35,26.65,26.34,3400.0,6400.0,5200.0,4400.0,1600.0,2100.0,500.0,4600.0,3500.0,13600.0,10100.0,5000.0,1200.0,1200.0,4100.0,3400.0,1000.0,9200.0,1100.0,5000.0
93057000.0,26.48,26.0,26.55,26.0,26.55,1379.0,1387040.0,36294011.800000004,26.56,26.52,26.58,26.51,26.59,26.5,26.6,26.49,26.63,26.48,26.65,26.46,26.66,26.45,26.68,26.44,26.69,26.41,26.7,26.4,3900.0,600.0,10100.0,7400.0,300.0,13700.0,2900.0,2400.0,1000.0,5200.0,1100.0,100.0,1000.0,1200.0,2400.0,4600.0,1000.0,13300.0,22800.0,5000.0
93100000.0,26.48,26.0,26.56,26.0,26.56,1404.0,1398040.0,36585878.800000004,26.56,26.55,26.58,26.52,26.59,26.51,26.6,26.5,26.63,26.49,26.65,26.48,26.68,26.46,26.69,26.45,26.7,26.44,26.75,26.41,1000.0,1900.0,10100.0,700.0,300.0,7700.0,2900.0,16100.0,1000.0,3200.0,1100.0,5200.0,2400.0,100.0,1000.0,700.0,22800.0,4600.0,6000.0,13300.0
93103000.0,26.48,26.0,26.56,26.0,26.39,1481.0,1466640.0,38403105.800000004,26.49,26.39,26.51,26.38,26.52,26.35,26.55,26.34,26.56,26.33,26.57,26.32,26.58,26.31,26.59,26.3,26.6,26.25,26.63,26.24,65609.0,800.0,500.0,3400.0,1100.0,8500.0,13100.0,5000.0,10700.0,1000.0,700.0,500.0,10100.0,500.0,300.0,201700.0,2900.0,300.0,1000.0,200.0
93106000.0,26.48,26.0,26.56,26.0,26.48,1510.0,1486140.0,38919485.800000004,26.48,26.4,26.49,26.39,26.5,26.38,26.51,26.35,26.52,26.34,26.53,26.33,26.55,26.32,26.56,26.31,26.57,26.3,26.58,26.25,5000.0,1500.0,56509.0,6100.0,500.0,3400.0,500.0,8600.0,2100.0,5000.0,1000.0,1000.0,27800.0,500.0,10200.0,500.0,700.0,201700.0,10100.0,300.0
93109000.0,26.48,26.0,26.56,26.0,26.39,1536.0,1506940.0,39470061.800000004,26.47,26.4,26.48,26.39,26.49,26.38,26.5,26.35,26.51,26.34,26.52,26.33,26.53,26.32,26.55,26.31,26.56,26.3,26.57,26.25,2100.0,4600.0,600.0,3500.0,46709.0,2400.0,10500.0,8600.0,500.0,5000.0,2100.0,1000.0,1000.0,500.0,31000.0,500.0,10000.0,200400.0,700.0,300.0
93112000.0,26.48,26.0,26.56,26.0,26.49,1569.0,1575540.0,41287238.53,26.52,26.49,26.53,26.47,26.55,26.43,26.56,26.42,26.57,26.41,26.58,26.4,26.59,26.39,26.6,26.38,26.63,26.35,26.65,26.34,409.0,16600.0,1000.0,11200.0,30800.0,100.0,9900.0,100.0,700.0,4000.0,10100.0,2300.0,300.0,4000.0,22900.0,2400.0,3000.0,8600.0,1400.0,5000.0
93115000.0,26.48,26.0,26.56,26.0,26.48,1593.0,1589840.0,41665920.53,26.5,26.48,26.52,26.47,26.53,26.41,26.55,26.4,26.56,26.39,26.57,26.38,26.58,26.35,26.59,26.34,26.6,26.33,26.63,26.32,400.0,7300.0,1909.0,8200.0,1000.0,4200.0,29900.0,3200.0,9900.0,4200.0,700.0,2400.0,100.0,8600.0,300.0,5000.0,22900.0,1000.0,3000.0,500.0
93118000.0,26.48,26.0,26.56,26.0,26.42,1663.0,1688840.0,44278090.53,26.48,26.42,26.49,26.41,26.52,26.4,26.53,26.36,26.55,26.35,26.56,26.34,26.57,26.33,26.58,26.32,26.59,26.31,26.6,26.3,100.0,4000.0,3500.0,7700.0,900.0,100.0,3100.0,1000.0,26400.0,13900.0,9900.0,34500.0,700.0,1000.0,100.0,500.0,300.0,500.0,22900.0,200700.0
93121000.0,26.48,26.0,26.56,26.0,26.49,1711.0,1719240.0,45082996.53,26.5,26.48,26.51,26.44,26.52,26.43,26.53,26.42,26.55,26.41,26.56,26.4,26.57,26.35,26.58,26.33,26.59,26.32,26.6,26.31,1300.0,2900.0,400.0,1800.0,2800.0,6400.0,3100.0,3100.0,28700.0,5600.0,9800.0,1000.0,700.0,13900.0,100.0,1000.0,300.0,500.0,22900.0,500.0
93124000.0,26.48,26.0,26.56,26.0,26.48,1745.0,1737149.0,45557422.85,26.51,26.48,26.52,26.45,26.53,26.43,26.55,26.42,26.56,26.41,26.57,26.4,26.58,26.35,26.59,26.33,26.6,26.32,26.63,26.31,400.0,991.0,2800.0,3200.0,4100.0,6200.0,22200.0,1700.0,9500.0,5500.0,700.0,100.0,100.0,13900.0,300.0,1000.0,22900.0,500.0,13000.0,500.0
93127000.0,26.48,26.0,26.56,26.0,26.52,1797.0,1758049.0,46111031.580000006,26.52,26.49,26.53,26.48,26.55,26.47,26.56,26.45,26.57,26.44,26.58,26.43,26.59,26.42,26.6,26.41,26.63,26.4,26.65,26.39,1400.0,1400.0,3300.0,500.0,22300.0,500.0,11000.0,291.0,700.0,400.0,100.0,6200.0,300.0,800.0,22900.0,4600.0,13000.0,900.0,1400.0,1000.0
93130000.0,26.48,26.0,26.56,26.0,26.48,1829.0,1776649.0,46603667.580000006,26.48,26.47,26.5,26.45,26.52,26.44,26.53,26.43,26.54,26.42,26.55,26.41,26.56,26.4,26.57,26.39,26.58,26.38,26.59,26.35,1400.0,500.0,22900.0,691.0,10800.0,400.0,13300.0,4700.0,1500.0,4200.0,22300.0,4600.0,12600.0,900.0,700.0,1200.0,100.0,100.0,300.0,13900.0
93133000.0,26.48,26.0,26.56,26.0,26.5,1856.0,1787049.0,46879167.580000006,26.5,26.49,26.51,26.48,26.52,26.47,26.53,26.45,26.54,26.44,26.55,26.43,26.56,26.42,26.57,26.41,26.58,26.4,26.59,26.39,19800.0,2200.0,100.0,4100.0,11100.0,5300.0,13300.0,691.0,1500.0,400.0,18100.0,5600.0,12600.0,4200.0,700.0,300.0,100.0,1100.0,300.0,1200.0
93136000.0,26.48,26.0,26.56,26.0,26.55,1918.0,1860349.0,48822540.580000006,26.55,26.54,26.56,26.53,26.57,26.52,26.58,26.51,26.59,26.5,26.6,26.49,26.63,26.48,26.65,26.47,26.67,26.46,26.68,26.45,12300.0,1800.0,12800.0,300.0,700.0,2600.0,100.0,300.0,300.0,9600.0,5500.0,6700.0,13000.0,21000.0,800.0,4700.0,700.0,100.0,2400.0,2091.0
93139000.0,26.48,26.0,26.6,26.0,26.6,1989.0,1903649.0,49972724.580000006,26.63,26.6,26.65,26.59,26.67,26.58,26.68,26.57,26.69,26.55,26.7,26.52,26.75,26.51,26.76,26.5,26.77,26.49,26.78,26.48,13000.0,100.0,800.0,700.0,700.0,10400.0,4400.0,1400.0,1000.0,35400.0,2000.0,5700.0,6000.0,300.0,1400.0,5600.0,700.0,7900.0,2000.0,31300.0
93142000.0,26.48,26.0,26.68,26.0,26.65,2036.0,1928149.0,50625231.580000006,26.68,26.65,26.69,26.64,26.7,26.63,26.75,26.61,26.76,26.58,26.77,26.57,26.78,26.56,26.79,26.55,26.8,26.54,26.81,26.52,2900.0,300.0,1000.0,6200.0,2000.0,300.0,6000.0,2500.0,1400.0,9300.0,700.0,1200.0,2000.0,5000.0,100.0,28500.0,13300.0,500.0,600.0,5700.0
93145000.0,26.48,26.0,26.69,26.0,26.63,2094.0,1987349.0,52198994.580000006,26.67,26.63,26.7,26.55,26.75,26.54,26.76,26.52,26.77,26.51,26.78,26.5,26.79,26.49,26.8,26.48,26.81,26.47,26.85,26.46,500.0,3000.0,2000.0,15000.0,6000.0,500.0,1400.0,5700.0,700.0,700.0,2000.0,19600.0,100.0,7000.0,13300.0,27800.0,600.0,1700.0,100.0,100.0
93148000.0,26.48,26.0,26.7,26.0,26.64,2132.0,2007749.0,52742592.580000006,26.64,26.55,26.65,26.54,26.66,26.52,26.67,26.51,26.69,26.5,26.75,26.49,26.76,26.48,26.77,26.47,26.78,26.46,26.79,26.45,300.0,19100.0,7400.0,500.0,7700.0,5700.0,12400.0,700.0,2100.0,18400.0,6000.0,7000.0,1400.0,25000.0,700.0,1700.0,2000.0,100.0,100.0,2900.0
93151000.0,26.48,26.0,26.7,26.0,26.63,2160.0,2027649.0,53272585.580000006,26.63,26.59,26.64,26.58,26.66,26.56,26.67,26.55,26.69,26.54,26.74,26.53,26.75,26.52,26.76,26.51,26.77,26.5,26.78,26.49,300.0,100.0,1500.0,2400.0,1600.0,300.0,12300.0,17100.0,2100.0,500.0,600.0,900.0,7300.0,500.0,1400.0,700.0,700.0,18700.0,2000.0,7000.0
93154000.0,26.48,26.0,26.7,26.0,26.62,2209.0,2056849.0,54050463.580000006,26.67,26.62,26.68,26.6,26.69,26.59,26.7,26.58,26.75,26.56,26.76,26.55,26.77,26.54,26.78,26.52,26.79,26.51,26.8,26.5,12100.0,11000.0,500.0,2300.0,2100.0,100.0,700.0,200.0,7800.0,300.0,1400.0,19100.0,700.0,500.0,2000.0,500.0,100.0,700.0,15800.0,18200.0
93157000.0,26.48,26.0,26.7,26.0,26.62,2255.0,2087449.0,54866037.580000006,26.68,26.62,26.69,26.61,26.7,26.6,26.75,26.58,26.76,26.56,26.77,26.55,26.78,26.54,26.79,26.52,26.8,26.51,26.81,26.5,600.0,5200.0,600.0,900.0,700.0,4300.0,7800.0,200.0,1400.0,300.0,1000.0,21400.0,2000.0,500.0,100.0,800.0,26300.0,700.0,600.0,9100.0
93200000.0,26.48,26.0,26.73,26.0,26.62,2293.0,2119349.0,55717992.580000006,26.63,26.62,26.72,26.6,26.73,26.56,26.75,26.55,26.76,26.54,26.77,26.52,26.78,26.51,26.79,26.5,26.8,26.49,26.81,26.48,2000.0,4900.0,5500.0,4300.0,14700.0,1200.0,7800.0,21400.0,1400.0,500.0,1000.0,800.0,2000.0,700.0,100.0,9100.0,26300.0,500.0,600.0,18000.0
93203000.0,26.48,26.0,26.73,26.0,26.67,2304.0,2135049.0,56136777.580000006,26.71,26.67,26.72,26.64,26.73,26.63,26.75,26.62,26.76,26.6,26.77,26.56,26.78,26.55,26.79,26.54,26.8,26.52,26.81,26.51,5200.0,1000.0,3300.0,5600.0,14700.0,7800.0,8200.0,5100.0,1400.0,4300.0,1000.0,300.0,2000.0,15600.0,100.0,500.0,26000.0,800.0,600.0,700.0
93206000.0,26.48,26.0,26.73,26.0,26.49,2399.0,2226249.0,58556971.580000006,26.49,26.46,26.52,26.45,26.53,26.44,26.54,26.43,26.55,26.42,26.59,26.41,26.6,26.4,26.62,26.39,26.63,26.38,26.66,26.35,3700.0,4100.0,2200.0,400.0,9100.0,400.0,900.0,4100.0,5300.0,400.0,200.0,300.0,5700.0,1200.0,2600.0,200.0,10500.0,300.0,7100.0,14800.0
93209000.0,26.48,26.0,26.73,26.0,26.51,2431.0,2266649.0,59630806.580000006,26.59,26.51,26.62,26.5,26.66,26.49,26.67,26.47,26.68,26.44,26.7,26.43,26.71,26.42,26.72,26.41,26.73,26.4,26.75,26.39,6000.0,4000.0,2400.0,10200.0,200.0,13600.0,3600.0,100.0,500.0,400.0,5400.0,4100.0,26800.0,400.0,23300.0,300.0,1000.0,1200.0,8400.0,200.0
93212000.0,26.48,26.0,26.73,26.0,26.57,2463.0,2281849.0,60035011.580000006,26.57,26.53,26.58,26.52,26.61,26.5,26.65,26.49,26.66,26.44,26.67,26.43,26.68,26.42,26.7,26.41,26.71,26.4,26.72,26.39,2700.0,4100.0,600.0,3000.0,500.0,6300.0,1100.0,8800.0,100.0,400.0,25500.0,4100.0,500.0,400.0,5500.0,300.0,28800.0,1600.0,23800.0,200.0
93215000.0,26.48,26.0,26.73,26.0,26.57,2483.0,2290349.0,60260872.580000006,26.61,26.57,26.62,26.54,26.65,26.53,26.66,26.52,26.67,26.5,26.68,26.49,26.7,26.47,26.71,26.44,26.72,26.43,26.73,26.41,10200.0,1900.0,200.0,2200.0,700.0,300.0,100.0,4000.0,25600.0,6300.0,500.0,9700.0,6000.0,500.0,28800.0,400.0,22300.0,4100.0,3500.0,300.0
93218000.0,26.48,26.0,26.73,26.0,26.5,2506.0,2314149.0,60892540.580000006,26.53,26.52,26.57,26.51,26.58,26.5,26.59,26.49,26.6,26.47,26.61,26.45,26.62,26.44,26.65,26.43,26.66,26.41,26.67,26.4,1400.0,1000.0,5400.0,12600.0,600.0,7000.0,7100.0,9300.0,2700.0,500.0,11100.0,100.0,2300.0,400.0,700.0,4100.0,200.0,300.0,26700.0,1600.0
93221000.0,26.48,26.0,26.73,26.0,26.57,2529.0,2326649.0,61224469.580000006,26.58,26.55,26.59,26.53,26.6,26.52,26.61,26.51,26.62,26.5,26.65,26.49,26.66,26.47,26.67,26.45,26.68,26.44,26.69,26.43,100.0,900.0,7100.0,1500.0,2700.0,3400.0,10200.0,12600.0,2300.0,7800.0,700.0,9700.0,200.0,500.0,26700.0,100.0,1500.0,400.0,800.0,100.0
93224000.0,26.48,26.0,26.73,26.0,26.55,2560.0,2356949.0,62028532.580000006,26.55,26.53,26.56,26.51,26.57,26.5,26.58,26.49,26.59,26.47,26.6,26.45,26.61,26.44,26.62,26.43,26.65,26.41,26.66,26.4,100.0,5200.0,300.0,12600.0,31300.0,9300.0,1100.0,9600.0,7100.0,500.0,2800.0,100.0,10200.0,400.0,2300.0,100.0,700.0,300.0,200.0,1600.0
93227000.0,26.48,26.0,26.73,26.0,26.53,2574.0,2364049.0,62216911.580000006,26.53,26.51,26.54,26.5,26.55,26.49,26.56,26.47,26.57,26.45,26.58,26.44,26.59,26.43,26.6,26.42,26.61,26.41,26.62,26.4,4800.0,12600.0,2700.0,23600.0,20600.0,9700.0,2000.0,500.0,33000.0,100.0,1100.0,400.0,7100.0,1100.0,600.0,1000.0,10200.0,300.0,2100.0,1600.0
93230000.0,26.48,26.0,26.73,26.0,26.51,2590.0,2388749.0,62871634.580000006,26.51,26.5,26.52,26.49,26.53,26.47,26.54,26.45,26.55,26.43,26.56,26.42,26.57,26.41,26.58,26.4,26.59,26.39,26.6,26.38,17700.0,15700.0,1900.0,9400.0,5500.0,500.0,500.0,11100.0,22200.0,1100.0,2400.0,1000.0,33100.0,300.0,4200.0,1600.0,7100.0,200.0,400.0,300.0
93233000.0,26.48,26.0,26.73,26.0,26.42,2628.0,2437449.0,64161304.580000006,26.5,26.42,26.51,26.41,26.52,26.4,26.53,26.39,26.54,26.38,26.55,26.35,26.56,26.33,26.57,26.32,26.58,26.31,26.59,26.3,200.0,600.0,16800.0,300.0,3800.0,1600.0,6900.0,200.0,1200.0,1300.0,23700.0,2800.0,2400.0,1000.0,32700.0,500.0,8200.0,5500.0,7100.0,203000.0
93236000.0,26.48,26.0,26.73,26.0,26.43,2631.0,2437849.0,64171887.580000006,26.45,26.43,26.46,26.42,26.47,26.41,26.49,26.4,26.5,26.39,26.51,26.38,26.52,26.35,26.53,26.33,26.54,26.32,26.55,26.31,9000.0,1200.0,2200.0,600.0,7000.0,300.0,14100.0,1600.0,4600.0,200.0,16800.0,1300.0,3800.0,2800.0,8700.0,1000.0,1200.0,500.0,23700.0,5500.0
93239000.0,26.48,26.0,26.73,26.0,26.41,2641.0,2442149.0,64285530.580000006,26.42,26.4,26.43,26.39,26.44,26.38,26.45,26.35,26.46,26.33,26.47,26.32,26.49,26.31,26.5,26.3,26.51,26.25,26.52,26.24,20400.0,1500.0,3900.0,200.0,100.0,1300.0,7900.0,2800.0,100.0,1000.0,7000.0,500.0,15100.0,5500.0,14300.0,203000.0,16800.0,300.0,2100.0,200.0
93242000.0,26.48,26.0,26.73,26.0,26.38,2660.0,2456449.0,64663137.580000006,26.39,26.38,26.4,26.35,26.41,26.33,26.42,26.32,26.43,26.31,26.45,26.3,26.46,26.25,26.47,26.24,26.49,26.21,26.5,26.2,7500.0,600.0,1500.0,2800.0,7700.0,1000.0,24900.0,500.0,900.0,5500.0,7900.0,203000.0,100.0,300.0,7000.0,200.0,15100.0,5000.0,15100.0,3800.0
93245000.0,26.48,26.0,26.73,26.0,26.37,2672.0,2461349.0,64792431.580000006,26.37,26.35,26.38,26.33,26.39,26.32,26.4,26.31,26.41,26.3,26.42,26.25,26.43,26.24,26.45,26.21,26.46,26.2,26.47,26.19,37500.0,2800.0,900.0,1000.0,4200.0,500.0,1700.0,5500.0,7700.0,203000.0,10400.0,300.0,900.0,200.0,7900.0,5000.0,100.0,3800.0,7000.0,800.0
93248000.0,26.48,26.0,26.73,26.0,26.37,2687.0,2479149.0,65261817.580000006,26.37,26.35,26.38,26.33,26.39,26.32,26.4,26.31,26.41,26.3,26.42,26.25,26.43,26.24,26.45,26.21,26.46,26.2,26.47,26.19,20300.0,2800.0,5500.0,1000.0,4200.0,500.0,2700.0,5500.0,7700.0,202700.0,12600.0,300.0,900.0,200.0,7900.0,5000.0,100.0,3800.0,7000.0,800.0
93251000.0,26.48,26.0,26.73,26.0,26.4,2735.0,2557749.0,67333999.58,26.42,26.4,26.43,26.39,26.46,26.38,26.49,26.35,26.5,26.33,26.51,26.32,26.52,26.31,26.53,26.3,26.54,26.25,26.55,26.24,12000.0,27100.0,900.0,12200.0,300.0,300.0,1800.0,1100.0,19200.0,1000.0,3400.0,500.0,2000.0,5500.0,5000.0,203700.0,500.0,300.0,15300.0,200.0
93254000.0,26.48,26.0,26.73,26.0,26.43,2764.0,2591049.0,68213902.58,26.46,26.43,26.49,26.42,26.5,26.41,26.51,26.4,26.52,26.39,26.53,26.38,26.54,26.35,26.55,26.33,26.57,26.32,26.58,26.31,300.0,1300.0,1800.0,13000.0,18200.0,5400.0,3400.0,24900.0,2000.0,12200.0,5000.0,300.0,500.0,1100.0,15300.0,1000.0,11300.0,500.0,5600.0,6100.0
93257000.0,26.48,26.0,26.73,26.0,26.47,2779.0,2600849.0,68473315.58,26.48,26.47,26.49,26.46,26.5,26.45,26.51,26.44,26.52,26.43,26.53,26.42,26.54,26.41,26.55,26.4,26.57,26.39,26.58,26.38,15400.0,100.0,1800.0,700.0,18200.0,1300.0,3400.0,2200.0,2000.0,900.0,5000.0,6300.0,500.0,5800.0,15000.0,24900.0,11300.0,12200.0,5600.0,300.0
93300000.0,26.48,26.0,26.73,26.0,26.4,2823.0,2664349.0,70150530.58,26.4,26.39,26.42,26.38,26.43,26.37,26.45,26.35,26.46,26.33,26.47,26.32,26.48,26.31,26.49,26.3,26.5,26.29,26.51,26.25,4000.0,12200.0,16400.0,300.0,3100.0,14000.0,200.0,1200.0,2500.0,500.0,200.0,1500.0,16800.0,7100.0,2300.0,203700.0,18700.0,300.0,3400.0,300.0
93303000.0,26.48,26.0,26.73,26.0,26.42,2852.0,2698749.0,71058771.58,26.4,26.39,26.42,26.38,26.43,26.37,26.45,26.35,26.46,26.33,26.47,26.32,26.48,26.31,26.49,26.3,26.5,26.29,26.51,26.25,200.0,4900.0,8700.0,300.0,4100.0,14000.0,400.0,1200.0,2600.0,500.0,200.0,1500.0,17000.0,8300.0,2300.0,206700.0,18200.0,300.0,3400.0,300.0
