,filename,label,split
86,11a022ba_nohash_0_bed.wav,bed,leaveout
87,11b1df78_nohash_0_bed.wav,bed,leaveout
88,11b1df78_nohash_1_bed.wav,bed,leaveout
89,122c5aa7_nohash_0_bed.wav,bed,leaveout
90,12529547_nohash_0_bed.wav,bed,leaveout
91,126a31d2_nohash_0_bed.wav,bed,leaveout
92,129c7d8d_nohash_0_bed.wav,bed,leaveout
93,13199b79_nohash_0_bed.wav,bed,leaveout
94,1365dd89_nohash_0_bed.wav,bed,leaveout
95,1365dd89_nohash_1_bed.wav,bed,leaveout
96,146d97db_nohash_0_bed.wav,bed,leaveout
97,14872d06_nohash_0_bed.wav,bed,leaveout
98,14872d06_nohash_1_bed.wav,bed,leaveout
99,14df1e28_nohash_0_bed.wav,bed,leaveout
100,1528225c_nohash_0_bed.wav,bed,leaveout
101,1528225c_nohash_1_bed.wav,bed,leaveout
102,1528225c_nohash_2_bed.wav,bed,test
103,1528225c_nohash_3_bed.wav,bed,leaveout
104,15b0c947_nohash_0_bed.wav,bed,leaveout
105,15c371c7_nohash_0_bed.wav,bed,leaveout
106,15c563d7_nohash_0_bed.wav,bed,leaveout
107,15d83b54_nohash_0_bed.wav,bed,leaveout
108,15d83b54_nohash_1_bed.wav,bed,leaveout
109,15f04ff8_nohash_0_bed.wav,bed,leaveout
110,161fcca8_nohash_0_bed.wav,bed,leaveout
111,161fcca8_nohash_1_bed.wav,bed,leaveout
112,1625acd8_nohash_0_bed.wav,bed,dev
113,1625acd8_nohash_1_bed.wav,bed,leaveout
114,1657c9fa_nohash_0_bed.wav,bed,leaveout
115,16d41d07_nohash_0_bed.wav,bed,dev
116,16db1582_nohash_0_bed.wav,bed,leaveout
117,1706c35f_nohash_0_bed.wav,bed,leaveout
118,1706c35f_nohash_1_bed.wav,bed,leaveout
119,1706c35f_nohash_2_bed.wav,bed,leaveout
120,1706c35f_nohash_3_bed.wav,bed,leaveout
121,171b56dc_nohash_0_bed.wav,bed,leaveout
122,172dc2b0_nohash_0_bed.wav,bed,leaveout
123,172dc2b0_nohash_1_bed.wav,bed,leaveout
124,172dc2b0_nohash_2_bed.wav,bed,leaveout
125,173ae793_nohash_0_bed.wav,bed,leaveout
126,173ae793_nohash_1_bed.wav,bed,leaveout
127,173ce2be_nohash_0_bed.wav,bed,leaveout
128,173ce2be_nohash_1_bed.wav,bed,leaveout
129,1746d7b6_nohash_0_bed.wav,bed,leaveout
130,179a61b7_nohash_0_bed.wav,bed,leaveout
131,17c94b23_nohash_0_bed.wav,bed,leaveout
132,17cc40ee_nohash_0_bed.wav,bed,leaveout
133,17f0e206_nohash_0_bed.wav,bed,leaveout
134,17f0e206_nohash_1_bed.wav,bed,leaveout
135,187af8be_nohash_0_bed.wav,bed,leaveout
136,1887fe04_nohash_0_bed.wav,bed,leaveout
137,1890e5c3_nohash_0_bed.wav,bed,leaveout
138,18a1aab9_nohash_0_bed.wav,bed,leaveout
139,18a8f03f_nohash_0_bed.wav,bed,leaveout
140,18a8f03f_nohash_1_bed.wav,bed,leaveout
141,18a8f03f_nohash_2_bed.wav,bed,leaveout
142,18c54a68_nohash_0_bed.wav,bed,leaveout
143,18c54a68_nohash_1_bed.wav,bed,leaveout
144,18c54a68_nohash_2_bed.wav,bed,leaveout
145,18c54a68_nohash_3_bed.wav,bed,leaveout
146,18c54a68_nohash_4_bed.wav,bed,leaveout
147,190821dc_nohash_0_bed.wav,bed,leaveout
148,1942abd7_nohash_0_bed.wav,bed,leaveout
149,19785c4e_nohash_0_bed.wav,bed,leaveout
150,19785c4e_nohash_1_bed.wav,bed,leaveout
151,19785c4e_nohash_2_bed.wav,bed,leaveout
152,1993db46_nohash_0_bed.wav,bed,leaveout
153,1995cf9e_nohash_0_bed.wav,bed,leaveout
154,19e246ad_nohash_0_bed.wav,bed,leaveout
155,19f9c115_nohash_0_bed.wav,bed,leaveout
156,19f9c115_nohash_1_bed.wav,bed,leaveout
157,19f9c115_nohash_2_bed.wav,bed,leaveout
158,19f9c115_nohash_3_bed.wav,bed,leaveout
159,1a073312_nohash_0_bed.wav,bed,leaveout
160,1a073312_nohash_1_bed.wav,bed,test
161,1a4259c3_nohash_0_bed.wav,bed,leaveout
162,1a4259c3_nohash_1_bed.wav,bed,leaveout
163,1a5b9ca4_nohash_0_bed.wav,bed,leaveout
164,1a5b9ca4_nohash_1_bed.wav,bed,leaveout
165,1a673010_nohash_0_bed.wav,bed,leaveout
166,1a6eca98_nohash_0_bed.wav,bed,leaveout
167,1a6eca98_nohash_1_bed.wav,bed,leaveout
168,1a892463_nohash_0_bed.wav,bed,leaveout
169,1a9afd33_nohash_0_bed.wav,bed,leaveout
170,1a9afd33_nohash_1_bed.wav,bed,dev
171,1aed7c6d_nohash_0_bed.wav,bed,dev
172,1aed7c6d_nohash_1_bed.wav,bed,leaveout
173,1afd49bf_nohash_0_bed.wav,bed,leaveout
174,1afd49bf_nohash_1_bed.wav,bed,leaveout
175,1b459024_nohash_0_bed.wav,bed,dev
176,1b4c9b89_nohash_0_bed.wav,bed,test
177,1b63157b_nohash_0_bed.wav,bed,leaveout
178,1b755c65_nohash_0_bed.wav,bed,leaveout
179,1b755c65_nohash_1_bed.wav,bed,dev
180,1bb574f9_nohash_0_bed.wav,bed,leaveout
181,1bb6ed89_nohash_0_bed.wav,bed,leaveout
182,1bb6ed89_nohash_1_bed.wav,bed,leaveout
183,1bc45db9_nohash_0_bed.wav,bed,leaveout
184,1c3f50ad_nohash_0_bed.wav,bed,dev
185,1c45ceb2_nohash_0_bed.wav,bed,leaveout
186,1c6e5447_nohash_0_bed.wav,bed,leaveout
187,1cb788bc_nohash_0_bed.wav,bed,leaveout
188,1cb788bc_nohash_1_bed.wav,bed,leaveout
189,1cbcc7a7_nohash_0_bed.wav,bed,dev
190,1d1fe0a0_nohash_0_bed.wav,bed,leaveout
191,1dce06e8_nohash_0_bed.wav,bed,leaveout
192,1df483c0_nohash_0_bed.wav,bed,leaveout
193,1df99a8a_nohash_0_bed.wav,bed,leaveout
194,1df99a8a_nohash_1_bed.wav,bed,dev
195,1e4064b8_nohash_0_bed.wav,bed,leaveout
196,1e4064b8_nohash_1_bed.wav,bed,leaveout
197,1e412fac_nohash_0_bed.wav,bed,dev
198,1ecfb537_nohash_0_bed.wav,bed,leaveout
199,1ed557b9_nohash_0_bed.wav,bed,leaveout
200,1ffd513b_nohash_0_bed.wav,bed,leaveout
201,20174140_nohash_0_bed.wav,bed,test
202,2039b9c1_nohash_0_bed.wav,bed,leaveout
203,20d3f11f_nohash_0_bed.wav,bed,leaveout
204,210f3aa9_nohash_0_bed.wav,bed,leaveout
205,21307344_nohash_0_bed.wav,bed,leaveout
206,215699ff_nohash_0_bed.wav,bed,leaveout
207,215699ff_nohash_1_bed.wav,bed,dev
208,21832144_nohash_0_bed.wav,bed,leaveout
209,21cbe292_nohash_0_bed.wav,bed,leaveout
210,21e8c417_nohash_0_bed.wav,bed,leaveout
211,229978fd_nohash_0_bed.wav,bed,leaveout
212,2313e093_nohash_0_bed.wav,bed,dev
213,234ab0fb_nohash_0_bed.wav,bed,leaveout
214,238c112c_nohash_0_bed.wav,bed,leaveout
215,23abe1c9_nohash_0_bed.wav,bed,test
216,23ad12d8_nohash_0_bed.wav,bed,leaveout
217,24b82192_nohash_0_bed.wav,bed,leaveout
218,24befdb3_nohash_0_bed.wav,bed,leaveout
219,24ed94ab_nohash_0_bed.wav,bed,leaveout
220,24ed94ab_nohash_1_bed.wav,bed,leaveout
221,25040e85_nohash_0_bed.wav,bed,leaveout
222,2510c044_nohash_0_bed.wav,bed,leaveout
223,25132942_nohash_0_bed.wav,bed,test
224,257e17e0_nohash_0_bed.wav,bed,leaveout
225,2589f361_nohash_0_bed.wav,bed,test
226,25c14394_nohash_0_bed.wav,bed,leaveout
227,25c14394_nohash_1_bed.wav,bed,leaveout
228,264f471d_nohash_0_bed.wav,bed,leaveout
229,26e573a9_nohash_0_bed.wav,bed,leaveout
230,26e9ae6b_nohash_0_bed.wav,bed,leaveout
231,26e9ae6b_nohash_1_bed.wav,bed,leaveout
232,26e9ae6b_nohash_2_bed.wav,bed,leaveout
233,270bfa52_nohash_0_bed.wav,bed,dev
234,274c008f_nohash_0_bed.wav,bed,leaveout
235,2796ac50_nohash_0_bed.wav,bed,leaveout
236,27b03931_nohash_0_bed.wav,bed,leaveout
237,27b9a84f_nohash_0_bed.wav,bed,leaveout
238,283d7a53_nohash_0_bed.wav,bed,dev
239,28460a60_nohash_0_bed.wav,bed,leaveout
240,28497c5b_nohash_0_bed.wav,bed,leaveout
241,28612180_nohash_0_bed.wav,bed,test
242,28612180_nohash_1_bed.wav,bed,test
243,28612180_nohash_2_bed.wav,bed,test
244,28ce0c58_nohash_0_bed.wav,bed,leaveout
245,28e47b1a_nohash_0_bed.wav,bed,leaveout
246,28ed6bc9_nohash_0_bed.wav,bed,leaveout
247,28ef2a01_nohash_0_bed.wav,bed,test
248,29fb33da_nohash_0_bed.wav,bed,dev
249,2a0b413e_nohash_0_bed.wav,bed,leaveout
250,2a89ad5c_nohash_0_bed.wav,bed,test
251,2aec99ec_nohash_0_bed.wav,bed,leaveout
252,2aec99ec_nohash_1_bed.wav,bed,leaveout
253,2b3f509b_nohash_0_bed.wav,bed,leaveout
254,2bd2cad5_nohash_0_bed.wav,bed,dev
255,2bd2cad5_nohash_1_bed.wav,bed,leaveout
256,2bdbe5f7_nohash_0_bed.wav,bed,test
257,2be08ce4_nohash_0_bed.wav,bed,leaveout
258,2be08ce4_nohash_1_bed.wav,bed,dev
259,2be08ce4_nohash_2_bed.wav,bed,leaveout
260,2bfe70ef_nohash_0_bed.wav,bed,leaveout
261,2c6446f7_nohash_0_bed.wav,bed,dev
262,2c6d3924_nohash_0_bed.wav,bed,leaveout
263,2c7c33e8_nohash_0_bed.wav,bed,leaveout
264,2ce7534c_nohash_0_bed.wav,bed,leaveout
265,2ce7534c_nohash_1_bed.wav,bed,leaveout
266,2cf28b70_nohash_0_bed.wav,bed,leaveout
267,2d82a556_nohash_0_bed.wav,bed,dev
268,2d82a556_nohash_1_bed.wav,bed,test
269,2d92f18b_nohash_0_bed.wav,bed,leaveout
270,2d92f18b_nohash_1_bed.wav,bed,leaveout
271,2da58b32_nohash_0_bed.wav,bed,leaveout
272,2dcb6848_nohash_0_bed.wav,bed,leaveout
273,2dcb6848_nohash_1_bed.wav,bed,leaveout
274,2f0a410b_nohash_0_bed.wav,bed,leaveout
275,300384f0_nohash_0_bed.wav,bed,leaveout
276,300384f0_nohash_1_bed.wav,bed,leaveout
277,30065f33_nohash_0_bed.wav,bed,leaveout
278,30065f33_nohash_1_bed.wav,bed,leaveout
279,30137d34_nohash_0_bed.wav,bed,leaveout
280,305776dd_nohash_0_bed.wav,bed,leaveout
281,305776dd_nohash_1_bed.wav,bed,leaveout
282,305776dd_nohash_2_bed.wav,bed,leaveout
283,30802c5d_nohash_0_bed.wav,bed,test
284,30a09789_nohash_0_bed.wav,bed,leaveout
285,30f31e42_nohash_0_bed.wav,bed,leaveout
286,311fde72_nohash_0_bed.wav,bed,leaveout
287,31270cb2_nohash_0_bed.wav,bed,leaveout
288,31270cb2_nohash_1_bed.wav,bed,leaveout
289,3143fdff_nohash_0_bed.wav,bed,leaveout
290,31583d30_nohash_0_bed.wav,bed,leaveout
291,31583d30_nohash_1_bed.wav,bed,leaveout
292,31583d30_nohash_2_bed.wav,bed,leaveout
293,31d31fa0_nohash_0_bed.wav,bed,leaveout
294,31d68957_nohash_0_bed.wav,bed,leaveout
295,3209ec42_nohash_0_bed.wav,bed,leaveout
296,3209ec42_nohash_1_bed.wav,bed,dev
297,324210dd_nohash_0_bed.wav,bed,dev
298,325a0c39_nohash_0_bed.wav,bed,leaveout
299,32efce64_nohash_0_bed.wav,bed,leaveout
300,32efce64_nohash_1_bed.wav,bed,leaveout
301,32efce64_nohash_2_bed.wav,bed,dev
302,333784b7_nohash_0_bed.wav,bed,leaveout
303,3389305e_nohash_0_bed.wav,bed,leaveout
304,338dacf5_nohash_0_bed.wav,bed,leaveout
305,33903159_nohash_0_bed.wav,bed,leaveout
306,33f60c62_nohash_0_bed.wav,bed,leaveout
307,3402e488_nohash_0_bed.wav,bed,leaveout
308,3411cf4b_nohash_0_bed.wav,bed,leaveout
309,3411cf4b_nohash_1_bed.wav,bed,leaveout
310,34263ab3_nohash_0_bed.wav,bed,leaveout
311,34263ab3_nohash_1_bed.wav,bed,leaveout
312,34263ab3_nohash_2_bed.wav,bed,leaveout
313,34ba417a_nohash_0_bed.wav,bed,leaveout
314,34ba417a_nohash_1_bed.wav,bed,leaveout
315,34ba417a_nohash_2_bed.wav,bed,dev
316,34e8c726_nohash_0_bed.wav,bed,leaveout
317,34e8c726_nohash_1_bed.wav,bed,leaveout
318,353b4d33_nohash_0_bed.wav,bed,leaveout
319,3565ca83_nohash_0_bed.wav,bed,leaveout
320,35c8fa78_nohash_0_bed.wav,bed,leaveout
321,35c8fa78_nohash_1_bed.wav,bed,test
322,35d1b6ee_nohash_0_bed.wav,bed,leaveout
323,36050ef3_nohash_0_bed.wav,bed,test
324,364c0853_nohash_0_bed.wav,bed,leaveout
325,364c0853_nohash_1_bed.wav,bed,leaveout
326,365531e2_nohash_0_bed.wav,bed,leaveout
327,36746d7f_nohash_0_bed.wav,bed,test
328,36746d7f_nohash_1_bed.wav,bed,leaveout
329,370844f7_nohash_0_bed.wav,bed,leaveout
330,37b03ab1_nohash_0_bed.wav,bed,dev
331,37b03ab1_nohash_1_bed.wav,bed,leaveout
332,37dca74f_nohash_0_bed.wav,bed,leaveout
333,37e8db82_nohash_0_bed.wav,bed,dev
334,38d78313_nohash_0_bed.wav,bed,leaveout
335,3903b558_nohash_0_bed.wav,bed,leaveout
336,39a12648_nohash_0_bed.wav,bed,leaveout
337,39a6b995_nohash_0_bed.wav,bed,leaveout
338,39c13eed_nohash_0_bed.wav,bed,leaveout
339,39dce8cc_nohash_0_bed.wav,bed,leaveout
340,39ec87ac_nohash_0_bed.wav,bed,dev
341,3a182c98_nohash_0_bed.wav,bed,leaveout
342,3a33d3a4_nohash_0_bed.wav,bed,test
343,3a789a0d_nohash_0_bed.wav,bed,leaveout
344,3a7d8872_nohash_0_bed.wav,bed,leaveout
345,3aa6f4e2_nohash_0_bed.wav,bed,leaveout
346,3ab9ba07_nohash_0_bed.wav,bed,leaveout
347,3ac2e76f_nohash_0_bed.wav,bed,leaveout
348,3b852f6f_nohash_0_bed.wav,bed,leaveout
349,3b852f6f_nohash_1_bed.wav,bed,leaveout
350,3b853f44_nohash_0_bed.wav,bed,leaveout
351,3bc21161_nohash_0_bed.wav,bed,leaveout
352,3bfd30e6_nohash_0_bed.wav,bed,leaveout
353,3c257192_nohash_0_bed.wav,bed,leaveout
354,3c6d55b3_nohash_0_bed.wav,bed,leaveout
355,3c8dc702_nohash_0_bed.wav,bed,leaveout
356,3ca784ec_nohash_0_bed.wav,bed,leaveout
357,3cdecb0b_nohash_0_bed.wav,bed,leaveout
358,3cdecb0b_nohash_1_bed.wav,bed,leaveout
359,3cfc6b3a_nohash_0_bed.wav,bed,leaveout
360,3d53244b_nohash_0_bed.wav,bed,leaveout
361,3d6bee47_nohash_0_bed.wav,bed,leaveout
362,3da7f617_nohash_0_bed.wav,bed,leaveout
363,3df9a3d4_nohash_0_bed.wav,bed,dev
364,3df9a3d4_nohash_1_bed.wav,bed,leaveout
365,3e31dffe_nohash_0_bed.wav,bed,leaveout
366,3e3b65eb_nohash_0_bed.wav,bed,leaveout
367,3e3b65eb_nohash_1_bed.wav,bed,test
368,3e3fa7fd_nohash_0_bed.wav,bed,leaveout
369,3eb8764c_nohash_0_bed.wav,bed,leaveout
370,3eb8764c_nohash_1_bed.wav,bed,leaveout
371,3ec05c3d_nohash_0_bed.wav,bed,leaveout
372,3ed3e49a_nohash_0_bed.wav,bed,leaveout
373,3ed3e49a_nohash_1_bed.wav,bed,leaveout
374,3ed3e49a_nohash_2_bed.wav,bed,leaveout
375,3ed3e49a_nohash_3_bed.wav,bed,leaveout
376,3efa7ec4_nohash_0_bed.wav,bed,leaveout
377,3efa7ec4_nohash_1_bed.wav,bed,leaveout
378,3efa7ec4_nohash_2_bed.wav,bed,leaveout
379,3f170018_nohash_0_bed.wav,bed,leaveout
380,3f2b358d_nohash_0_bed.wav,bed,leaveout
381,3f339c33_nohash_0_bed.wav,bed,dev
382,3fb8c268_nohash_0_bed.wav,bed,leaveout
383,3fdafe25_nohash_0_bed.wav,bed,leaveout
384,3ff840aa_nohash_0_bed.wav,bed,leaveout
385,3ff840aa_nohash_1_bed.wav,bed,leaveout
386,40115b19_nohash_0_bed.wav,bed,test
387,402e2977_nohash_0_bed.wav,bed,test
388,402e2977_nohash_1_bed.wav,bed,leaveout
389,409c962a_nohash_0_bed.wav,bed,leaveout
390,409c962a_nohash_1_bed.wav,bed,dev
391,409c962a_nohash_2_bed.wav,bed,leaveout
392,413997c1_nohash_0_bed.wav,bed,leaveout
393,413bcfe1_nohash_0_bed.wav,bed,dev
394,41474817_nohash_0_bed.wav,bed,leaveout
395,41777abb_nohash_0_bed.wav,bed,leaveout
396,418e7158_nohash_0_bed.wav,bed,test
397,41dce6f5_nohash_0_bed.wav,bed,leaveout
398,422d3197_nohash_0_bed.wav,bed,test
399,4290ca61_nohash_0_bed.wav,bed,leaveout
400,42c6fff1_nohash_0_bed.wav,bed,test
401,42c6fff1_nohash_1_bed.wav,bed,test
402,42c6fff1_nohash_2_bed.wav,bed,leaveout
403,42ccb57a_nohash_0_bed.wav,bed,leaveout
404,42e3f068_nohash_0_bed.wav,bed,leaveout
405,42e3f068_nohash_1_bed.wav,bed,leaveout
406,435f9f9e_nohash_0_bed.wav,bed,leaveout
407,43691f67_nohash_0_bed.wav,bed,leaveout
408,439c84f4_nohash_0_bed.wav,bed,leaveout
409,43b85b64_nohash_0_bed.wav,bed,test
410,43b85b64_nohash_1_bed.wav,bed,leaveout
411,43f57297_nohash_0_bed.wav,bed,test
412,43f57297_nohash_1_bed.wav,bed,leaveout
413,43fc47a7_nohash_0_bed.wav,bed,leaveout
414,4407ba92_nohash_0_bed.wav,bed,test
415,4407ba92_nohash_1_bed.wav,bed,test
416,44260689_nohash_0_bed.wav,bed,test
417,44b5720d_nohash_0_bed.wav,bed,leaveout
418,44b5720d_nohash_1_bed.wav,bed,leaveout
419,44b5720d_nohash_2_bed.wav,bed,leaveout
420,44bc77f7_nohash_0_bed.wav,bed,leaveout
421,44c201dd_nohash_0_bed.wav,bed,leaveout
422,460f2bad_nohash_0_bed.wav,bed,dev
423,46114b4e_nohash_0_bed.wav,bed,dev
424,46114b4e_nohash_1_bed.wav,bed,leaveout
425,46114b4e_nohash_2_bed.wav,bed,leaveout
426,4620dc14_nohash_0_bed.wav,bed,leaveout
427,462e1919_nohash_0_bed.wav,bed,test
428,462e1919_nohash_1_bed.wav,bed,leaveout
429,46a153d8_nohash_0_bed.wav,bed,leaveout
430,471a0925_nohash_0_bed.wav,bed,leaveout
431,47565088_nohash_0_bed.wav,bed,leaveout
432,47565088_nohash_1_bed.wav,bed,leaveout
433,47565088_nohash_2_bed.wav,bed,leaveout
434,479e64cc_nohash_0_bed.wav,bed,test
435,479e64cc_nohash_1_bed.wav,bed,leaveout
436,47d01978_nohash_0_bed.wav,bed,leaveout
437,4845bb10_nohash_0_bed.wav,bed,leaveout
438,48463cbc_nohash_0_bed.wav,bed,leaveout
439,48463cbc_nohash_1_bed.wav,bed,leaveout
440,48463cbc_nohash_2_bed.wav,bed,leaveout
441,48a9f771_nohash_0_bed.wav,bed,test
442,48a9f771_nohash_1_bed.wav,bed,leaveout
443,48bdc11c_nohash_0_bed.wav,bed,leaveout
444,48e8b82a_nohash_0_bed.wav,bed,leaveout
445,493392c6_nohash_0_bed.wav,bed,leaveout
446,493392c6_nohash_1_bed.wav,bed,leaveout
447,49af4432_nohash_0_bed.wav,bed,leaveout
448,4a1e736b_nohash_0_bed.wav,bed,leaveout
449,4a294341_nohash_0_bed.wav,bed,dev
450,4a803e67_nohash_0_bed.wav,bed,dev
451,4a803e67_nohash_1_bed.wav,bed,leaveout
452,4abb2400_nohash_0_bed.wav,bed,leaveout
453,4abb2400_nohash_1_bed.wav,bed,leaveout
454,4abefdf5_nohash_0_bed.wav,bed,leaveout
455,4b25f620_nohash_0_bed.wav,bed,test
456,4b25f620_nohash_1_bed.wav,bed,dev
457,4bb1244f_nohash_0_bed.wav,bed,leaveout
458,4bb1244f_nohash_1_bed.wav,bed,dev
459,4beff0c5_nohash_0_bed.wav,bed,leaveout
460,4beff0c5_nohash_1_bed.wav,bed,leaveout
461,4beff0c5_nohash_2_bed.wav,bed,leaveout
462,4c13fe25_nohash_0_bed.wav,bed,leaveout
463,4c13fe25_nohash_1_bed.wav,bed,leaveout
464,4c13fe25_nohash_2_bed.wav,bed,leaveout
465,4c432947_nohash_0_bed.wav,bed,leaveout
466,4c432947_nohash_1_bed.wav,bed,leaveout
467,4c432947_nohash_2_bed.wav,bed,leaveout
468,4c4d2526_nohash_0_bed.wav,bed,test
469,4c7c95de_nohash_0_bed.wav,bed,leaveout
470,4c7c95de_nohash_1_bed.wav,bed,leaveout
471,4c841771_nohash_0_bed.wav,bed,leaveout
472,4ca37738_nohash_0_bed.wav,bed,leaveout
473,4ca37738_nohash_1_bed.wav,bed,leaveout
474,4cb874bb_nohash_0_bed.wav,bed,leaveout
475,4d9e07cf_nohash_0_bed.wav,bed,leaveout
476,4def68db_nohash_0_bed.wav,bed,leaveout
477,4def68db_nohash_1_bed.wav,bed,leaveout
478,4f086393_nohash_0_bed.wav,bed,leaveout
479,4f086393_nohash_1_bed.wav,bed,test
480,4f256313_nohash_0_bed.wav,bed,test
481,4f2ab70c_nohash_0_bed.wav,bed,leaveout
482,4f8ef132_nohash_0_bed.wav,bed,leaveout
483,50033893_nohash_0_bed.wav,bed,leaveout
484,50033893_nohash_1_bed.wav,bed,leaveout
485,50033893_nohash_2_bed.wav,bed,leaveout
486,50a7d406_nohash_0_bed.wav,bed,leaveout
487,50a8ef27_nohash_0_bed.wav,bed,leaveout
488,50d1c8e3_nohash_0_bed.wav,bed,leaveout
489,50ed8a7b_nohash_0_bed.wav,bed,leaveout
490,50f55535_nohash_0_bed.wav,bed,leaveout
491,51055bda_nohash_0_bed.wav,bed,leaveout
492,512dc91a_nohash_0_bed.wav,bed,leaveout
493,512dc91a_nohash_1_bed.wav,bed,leaveout
494,5165cf0a_nohash_0_bed.wav,bed,test
495,518588b6_nohash_0_bed.wav,bed,test
496,518588b6_nohash_1_bed.wav,bed,test
497,518588b6_nohash_2_bed.wav,bed,leaveout
498,51995cea_nohash_0_bed.wav,bed,leaveout
499,520b2c17_nohash_0_bed.wav,bed,leaveout
500,5236848b_nohash_0_bed.wav,bed,leaveout
501,529eda42_nohash_0_bed.wav,bed,leaveout
502,52bfbce8_nohash_0_bed.wav,bed,leaveout
503,52bfbce8_nohash_1_bed.wav,bed,leaveout
